Date,Actual,LSTM_pred,GRU_pred
2016-02-01,0.3799999999999999,0.20274631350011685,0.3047610123681159
2016-03-01,0.3799999999999999,0.22562652936997663,0.3481787741877138
2016-04-01,0.3799999999999999,0.24605810560946306,0.37312601551044744
2016-05-01,0.3799999999999999,0.27463197543466955,0.39960550491106406
2016-06-01,0.3799999999999999,0.309997887584041,0.45472540325727784
2016-07-01,0.3799999999999999,0.35424406145250154,0.5259035325450108
2016-08-01,0.3799999999999999,0.3936649168867119,0.564586296625259
2016-09-01,0.3799999999999999,0.4394827694229164,0.6051171231640591
2016-10-01,0.3799999999999999,0.48931712041884556,0.6650484160174781
2016-11-01,0.3799999999999999,0.5521622106424053,0.7344041127300691
2016-12-01,0.51,0.6303630512049903,0.8385614944952382
2017-01-01,0.6299999999999999,0.7264891611390167,0.9334268113184565
2017-02-01,0.6299999999999999,0.8321333225831353,1.063183702617077
2017-03-01,0.76,0.9475862129169781,1.1644149649527735
2017-04-01,0.8799999999999999,1.074407435190144,1.262784613839599
2017-05-01,0.8799999999999999,1.185056570693567,1.3129841906741162
2017-06-01,1.01,1.2697858231209174,1.3269545102721945
2017-07-01,1.13,1.3385785249426483,1.3383893813319085
2017-08-01,1.13,1.3918302758736,1.3677070722686664
2017-09-01,1.13,1.4331203260981158,1.382517386651379
2017-10-01,1.13,1.4553310228741936,1.4178744885283283
2017-11-01,1.13,1.4657089076844438,1.4523102700290549
2017-12-01,1.27,1.476340072424255,1.499368830719357
2018-01-01,1.38,1.4902191471729826,1.5999880255629053
2018-02-01,1.38,1.5045429866532842,1.726168161894197
2018-03-01,1.45,1.5274297332145896,1.8326957071743715
2018-04-01,1.63,1.5667632252481392,1.9587134156598116
2018-05-01,1.63,1.6412277093699033,2.0701280013395564
2018-06-01,1.77,1.7443268726796755,2.187814399699773
2018-07-01,1.88,1.8797017296841985,2.318063965436906
2018-08-01,1.88,2.0364894724801577,2.435395492339017
2018-09-01,1.9,2.1939646552649394,2.5556214555755434
2018-10-01,2.2333649254854357,2.3078701567904956,2.6790335028882906
2018-11-01,2.2333649254854357,2.357615296076864,2.704522729990724
2018-12-01,2.22,2.3964856327052875,2.723578548305839
2019-01-01,2.38,2.4145146538163007,2.7096934357480387
2019-02-01,2.38,2.42495910855209,2.6994174543684606
2019-03-01,2.38,2.4318139009634008,2.6638214277610714
2019-04-01,2.38,2.3985797666886906,2.579722048201604
2019-05-01,2.38,2.3689505740920302,2.596591532724366
2019-06-01,2.38,2.3170353661316274,2.563846615010269
2019-07-01,2.38,2.2476244357880826,2.5216906320662256
2019-08-01,2.2333649254854357,2.146909891309169,2.4134586533315834
2019-09-01,1.926635074514564,2.0273761852165344,2.2864092265195963
2019-10-01,1.86,1.9421371422401312,2.1690400480249408
2019-11-01,1.63,1.8921184378340274,2.166903472248427
2019-12-01,1.63,1.843455883875384,2.130444639644066
2020-01-01,1.63,1.812273326271661,2.0991239459792705
2020-02-01,1.63,1.7914427309458696,2.1091712049084714
2020-03-01,0.6299999999999999,1.7870759471444964,2.073490271611001
2020-04-01,0.1299999999999999,1.7961741244828644,2.0879522433017312
2020-05-01,0.1299999999999999,1.714454042164881,1.8306104142685384
2020-06-01,0.1299999999999999,1.5441719616696052,1.8555801741547004
2020-07-01,0.1299999999999999,1.3667637570165367,1.8026400635068187
2020-08-01,0.1299999999999999,1.190217418803416,1.7027686328338076
2020-09-01,0.1299999999999999,1.052929839333999,1.6552250758882143
2020-10-01,0.1299999999999999,0.9552799835430283,1.6270506256162411
2020-11-01,0.1299999999999999,0.8978446470278159,1.6108449920399677
2020-12-01,0.1299999999999999,0.8674365154505088,1.614115420612313
2021-01-01,0.1299999999999999,0.8675920198392735,1.6369676037971932
2021-02-01,0.1299999999999999,0.8842921068513752,1.6476946649637525
2021-03-01,0.1299999999999999,0.9215292469308416,1.6819583689059132
2021-04-01,0.1299999999999999,0.957285645140431,1.7084316664717156
2021-05-01,0.1299999999999999,1.0369472658367758,1.6980549214519536
2021-06-01,0.1299999999999999,1.2040701243451744,1.6783149207924526
2021-07-01,0.1299999999999999,1.4580816145684874,1.9699296933869832
2021-08-01,0.1299999999999999,1.7360096674617433,2.2043234870909485
2021-09-01,0.1299999999999999,1.9818295604594358,2.3765521757142802
2021-10-01,0.1299999999999999,2.1985402055565384,2.5122500555041807
2021-11-01,0.1299999999999999,2.335439347508101,2.5783531290201607
2021-12-01,0.1299999999999999,2.433940996455516,2.679237494580525
2022-01-01,0.1299999999999999,2.514682214380198,2.8077210858781156
2022-02-01,0.1299999999999999,2.5715335776985384,2.8830606826536096
2022-03-01,0.24,2.6070625106928667,2.8828533640053555
2022-04-01,0.3799999999999999,2.657174354464943,3.028985039949723
2022-05-01,0.81,2.69323128770163,3.1419199790694528
2022-06-01,1.25,2.7054292022854525,3.2481503008759747
2022-07-01,1.7,2.732148478960662,3.28525399305288
2022-08-01,2.38,2.7571288050127007,3.3684257987910144
2022-09-01,2.61,2.7672947504024474,3.413780588337538
2022-10-01,3.13,2.7626606703290237,3.4091996163398335
2022-11-01,3.81,2.749978005931097,3.4091877871628746
2022-12-01,4.15,2.7284457001315197,3.427403857134542
2023-01-01,4.38,2.6933330063014123,3.5070552505216415
2023-02-01,4.61,2.647941250576894,3.4746372678467594
2023-03-01,4.7,2.619210520936396,3.6202551755272965
2023-04-01,4.88,2.598344099223098,3.67994433991485
2023-05-01,5.09,2.577372169876773,3.570693634924969
2023-06-01,5.13,2.561255778815209,3.600857543286324
2023-07-01,5.16,2.553320249385073,3.596377488954545
2023-08-01,5.38,2.5745116654132416,3.659573511427868
2023-09-01,5.38,2.631937729578807,3.910188056334649
2023-10-01,5.38,2.7118509667267032,4.109263616557569
2023-11-01,5.38,2.8010730268172406,4.271051146595983
2023-12-01,5.38,2.8937130413354706,4.405442672460697
2024-01-01,5.38,2.98984038347543,4.531849996760915
2024-02-01,5.38,3.052691449897766,4.549815805707557
2024-03-01,5.38,3.068850352064024,4.305914195504032
2024-04-01,5.38,3.0782985991080025,4.337359598035873
2024-05-01,5.38,3.085558756466175,4.367640073078504
2024-06-01,5.38,3.101520012800754,4.4338607914559525
2024-07-01,5.38,3.116080127768739,4.541304959327229
2024-08-01,5.38,3.119989547532872,4.563732093075466
2024-09-01,5.18,3.0964850961372736,4.485144463070463
2024-10-01,4.88,3.039476903808791,4.304345104468748
2024-11-01,4.68,2.949791103015309,4.0609133343875365
2024-12-01,4.52,2.8838621710028325,4.024654812260184
2025-01-01,4.38,2.829385607374321,3.973507545842475
2025-02-01,4.38,2.790930062068147,3.9047803973763884
2025-03-01,4.38,2.7710325238800917,4.015231024503979
2025-04-01,4.38,2.731580740076959,4.014829695031549
2025-05-01,4.38,2.663779224707861,3.91248944735601
